Order_ID,Order_Date,Product_ID,Sales_Rep_ID,Region_ID,Quantity_Sold,Unit_Price,Total_Sales,Profit,Return_Flag,Time,Year,Month,Day_of_Week,Hour
1302,2023-07-17,204,303,101,4,580,2319,487,FALSE,05:52,2023,7,Monday,5
1303,2022-11-20,205,301,104,6,337,2021,505,FALSE,16:46,2022,11,Sunday,16
1304,2023-05-27,203,301,101,7,456,3191,957,TRUE,10:05,2023,5,Saturday,10
1305,2023-09-07,203,301,101,4,479,1916,287,TRUE,06:23,2023,9,Thursday,6
1306,2023-11-06,204,303,104,1,275,275,47,FALSE,17:20,2023,11,Monday,17
1307,2024-09-21,202,301,103,3,246,739,140,FALSE,13:05,2024,9,Saturday,13
1308,2023-01-22,201,301,104,3,460,1379,290,FALSE,01:03,2023,1,Sunday,1
1309,2023-04-01,201,303,105,5,487,2435,609,FALSE,15:13,2023,4,Saturday,15
1310,2024-04-26,201,305,103,3,66,198,59,FALSE,14:50,2024,4,Friday,14
1311,2023-06-29,205,303,105,3,185,556,83,FALSE,16:09,2023,6,Thursday,16
1312,2023-08-28,203,304,101,6,298,1789,304,TRUE,03:43,2023,8,Monday,3
1313,2024-01-01,204,305,104,8,587,4696,892,FALSE,09:59,2024,1,Monday,9
1314,2023-09-16,205,304,103,10,570,5696,1196,FALSE,10:19,2023,9,Saturday,10
1315,2024-02-27,205,303,104,1,358,358,89,FALSE,12:50,2024,2,Tuesday,12
1316,2022-10-29,203,302,105,3,394,1181,354,TRUE,06:11,2022,10,Saturday,6
1317,2023-09-09,205,303,102,10,423,4230,634,FALSE,06:35,2023,9,Saturday,6
1318,2024-08-06,205,304,105,1,234,234,40,FALSE,09:04,2024,8,Tuesday,9
1319,2023-06-02,203,305,101,3,179,536,102,FALSE,07:04,2023,6,Friday,7
1320,2023-05-26,204,303,103,7,378,2644,555,FALSE,13:35,2023,5,Friday,13
1321,2023-11-21,205,302,105,9,408,3668,917,TRUE,12:44,2023,11,Tuesday,12
1322,2024-07-21,203,303,102,2,165,330,99,FALSE,23:49,2024,7,Sunday,23
1323,2024-05-14,203,301,104,4,156,625,94,FALSE,17:39,2024,5,Tuesday,17
1324,2024-04-16,205,301,103,1,50,50,9,FALSE,16:36,2024,4,Tuesday,16
1325,2024-07-04,202,305,103,1,634,634,120,FALSE,04:33,2024,7,Thursday,4
1326,2023-05-13,203,302,105,8,412,3297,692,FALSE,01:43,2023,5,Saturday,1
1327,2024-01-28,202,301,105,8,205,1639,410,FALSE,07:48,2024,1,Sunday,7
1328,2024-04-09,201,303,103,3,478,1433,430,FALSE,03:40,2024,4,Tuesday,3
1329,2023-06-27,205,303,104,6,335,2010,301,FALSE,18:52,2023,6,Tuesday,18
1330,2023-11-12,205,304,104,1,605,605,103,TRUE,19:10,2023,11,Sunday,19
1331,2023-12-03,204,301,102,8,298,2383,453,FALSE,08:07,2023,12,Sunday,8
1332,2023-01-24,202,304,104,5,630,3152,662,FALSE,08:43,2023,1,Tuesday,8
1333,2023-09-28,204,302,104,7,436,3052,763,FALSE,06:05,2023,9,Thursday,6
1334,2024-04-01,205,303,103,6,195,1168,350,FALSE,18:21,2024,4,Monday,18
1335,2023-07-25,203,303,103,6,375,2250,337,FALSE,11:06,2023,7,Tuesday,11
1336,2022-11-13,205,303,102,5,376,1880,320,FALSE,18:55,2022,11,Sunday,18
1337,2023-09-29,203,303,102,6,440,2637,501,FALSE,17:10,2023,9,Friday,17
1338,2023-04-06,203,305,103,1,216,216,45,TRUE,04:27,2023,4,Thursday,4
1339,2024-05-29,204,303,103,2,568,1136,284,TRUE,01:45,2024,5,Wednesday,1
1340,2023-04-13,204,305,101,2,522,1044,313,FALSE,02:20,2023,4,Thursday,2
1341,2024-08-04,203,302,104,5,91,453,68,FALSE,06:14,2024,8,Sunday,6
1342,2023-09-26,201,303,102,3,181,542,92,TRUE,09:28,2023,9,Tuesday,9
1343,2023-08-27,205,305,105,4,562,2249,427,FALSE,05:05,2023,8,Sunday,5
1344,2024-03-01,204,304,105,2,654,1308,275,FALSE,12:13,2024,3,Friday,12
1345,2023-10-26,202,302,105,8,390,3118,780,FALSE,10:00,2023,10,Thursday,10
1346,2024-05-11,201,301,103,9,261,2347,704,FALSE,06:09,2024,5,Saturday,6
1347,2024-07-31,201,304,104,4,264,1054,158,TRUE,13:02,2024,7,Wednesday,13
1348,2022-11-26,201,303,102,4,385,1539,262,FALSE,07:50,2022,11,Saturday,7
1349,2023-02-12,202,303,102,4,216,865,164,FALSE,03:30,2023,2,Sunday,3
1350,2024-09-25,204,305,103,6,67,402,84,TRUE,12:15,2024,9,Wednesday,12
1351,2023-04-06,203,305,104,8,570,4563,1141,FALSE,20:29,2023,4,Thursday,20
1352,2023-07-31,204,305,102,2,250,499,150,FALSE,14:11,2023,7,Monday,14
1353,2023-02-18,203,303,101,1,263,263,40,FALSE,03:03,2023,2,Saturday,3
1354,2022-12-18,205,301,102,4,213,854,145,FALSE,01:33,2022,12,Sunday,1
1355,2023-10-22,204,301,101,5,157,787,149,FALSE,22:19,2023,10,Sunday,22
1356,2023-07-13,205,303,105,9,106,951,200,FALSE,21:51,2023,7,Thursday,21
1357,2023-10-22,203,303,105,9,367,3300,825,FALSE,15:28,2023,10,Sunday,15
1358,2024-07-27,201,304,104,2,468,936,281,TRUE,21:23,2024,7,Saturday,21
1359,2023-01-09,205,304,103,9,229,2064,310,FALSE,14:17,2023,1,Monday,14
1360,2023-09-21,205,303,101,10,417,4173,709,FALSE,02:46,2023,9,Thursday,2
1361,2023-08-21,202,304,102,6,148,890,169,FALSE,19:54,2023,8,Monday,19
1362,2023-12-16,202,303,101,10,152,1523,320,FALSE,11:52,2023,12,Saturday,11
1363,2023-02-28,201,303,104,1,314,314,79,FALSE,13:50,2023,2,Tuesday,13
1364,2023-02-13,201,302,104,6,183,1097,329,FALSE,04:44,2023,2,Monday,4
1365,2024-05-19,203,303,101,5,267,1333,200,TRUE,04:44,2024,5,Sunday,4
1366,2023-10-08,201,301,105,4,604,2417,411,FALSE,20:19,2023,10,Sunday,20
1367,2023-11-09,201,304,101,10,627,6265,1190,FALSE,03:35,2023,11,Thursday,3
1368,2024-08-01,203,304,102,5,397,1986,417,FALSE,16:08,2024,8,Thursday,16
1369,2022-12-19,201,302,104,7,46,322,81,TRUE,19:29,2022,12,Monday,19
1370,2023-08-24,204,303,105,10,349,3487,1046,FALSE,16:32,2023,8,Thursday,16
1371,2024-05-29,201,301,104,6,573,3439,516,FALSE,03:22,2024,5,Wednesday,3
1372,2023-02-13,203,302,103,3,243,730,124,TRUE,14:05,2023,2,Monday,14
1373,2024-07-03,205,305,103,10,51,507,96,TRUE,23:43,2024,7,Wednesday,23
1374,2023-11-05,205,303,103,8,303,2424,509,FALSE,01:04,2023,11,Sunday,1
1375,2023-11-15,201,304,101,1,598,598,150,FALSE,03:37,2023,11,Wednesday,3
1376,2023-09-16,204,304,103,1,520,520,156,FALSE,16:13,2023,9,Saturday,16
1377,2023-05-01,201,301,101,2,660,1319,198,FALSE,00:45,2023,5,Monday,0
1378,2024-08-11,202,303,101,2,271,541,92,TRUE,17:06,2024,8,Sunday,17
1379,2023-11-16,201,304,104,8,86,687,131,FALSE,15:04,2023,11,Thursday,15
1380,2024-08-08,201,302,102,2,207,414,87,TRUE,03:12,2024,8,Thursday,3
1381,2024-08-13,203,303,101,4,172,688,172,FALSE,08:39,2024,8,Tuesday,8
1382,2024-03-25,202,303,104,4,457,1828,548,FALSE,19:02,2024,3,Monday,19
1383,2024-08-13,203,302,104,2,336,673,101,TRUE,04:39,2024,8,Tuesday,4
1384,2024-02-18,205,305,103,3,517,1552,264,FALSE,20:10,2024,2,Sunday,20
1385,2023-10-11,202,304,103,10,375,3749,712,FALSE,02:57,2023,10,Wednesday,2
1386,2023-06-12,203,302,103,6,347,2084,438,FALSE,00:42,2023,6,Monday,0
1387,2022-12-23,202,305,102,9,600,5402,1351,TRUE,01:04,2022,12,Friday,1
1388,2023-08-30,202,302,105,2,634,1269,381,FALSE,00:03,2023,8,Wednesday,0
1389,2024-04-10,205,302,105,9,247,2220,333,FALSE,00:22,2024,4,Wednesday,0
1390,2023-07-14,204,301,103,10,53,529,90,TRUE,22:15,2023,7,Friday,22
1391,2023-11-03,204,303,103,5,128,639,121,TRUE,10:45,2023,11,Friday,10
1392,2022-12-29,204,303,101,4,552,2209,464,FALSE,22:27,2022,12,Thursday,22
1393,2024-08-28,205,301,101,1,253,253,63,FALSE,04:59,2024,8,Wednesday,4
1394,2022-11-19,205,305,102,1,628,628,188,FALSE,20:30,2022,11,Saturday,20
1395,2023-04-13,201,303,104,9,317,2849,427,FALSE,23:59,2023,4,Thursday,23
1396,2023-02-12,202,301,104,5,144,719,122,FALSE,11:21,2023,2,Sunday,11
1397,2023-06-16,201,304,102,6,537,3220,612,FALSE,19:35,2023,6,Friday,19
1398,2023-08-17,205,303,104,4,515,2062,433,FALSE,18:39,2023,8,Thursday,18
1399,2023-06-09,202,303,102,8,91,730,183,FALSE,12:09,2023,6,Friday,12
1400,2023-10-07,202,303,105,6,509,3056,917,FALSE,08:09,2023,10,Saturday,8
1401,2024-09-23,203,303,101,1,300,300,45,FALSE,21:22,2024,9,Monday,21
1402,2024-04-19,204,303,105,2,354,709,120,FALSE,08:01,2024,4,Friday,8
1403,2024-02-13,203,304,103,7,370,2587,492,FALSE,19:33,2024,2,Tuesday,19
1404,2023-03-31,205,303,103,5,654,3270,687,FALSE,06:28,2023,3,Friday,6
1405,2024-07-06,205,303,102,9,614,5529,1382,FALSE,23:26,2024,7,Saturday,23
1406,2023-10-17,203,303,104,10,169,1686,506,FALSE,11:30,2023,10,Tuesday,11
1407,2024-06-23,203,301,105,2,150,301,45,FALSE,13:21,2024,6,Sunday,13
1408,2023-06-02,203,301,101,6,444,2666,453,FALSE,17:28,2023,6,Friday,17
1409,2023-01-19,201,302,103,5,637,3184,605,FALSE,20:13,2023,1,Thursday,20
1410,2024-03-23,205,303,105,2,654,1308,275,FALSE,09:11,2024,3,Saturday,9
1411,2024-03-03,203,305,104,10,69,693,173,FALSE,07:35,2024,3,Sunday,7
1412,2022-12-06,203,304,103,7,224,1567,470,FALSE,12:54,2022,12,Tuesday,12
1413,2024-07-17,204,305,104,5,186,928,139,FALSE,14:10,2024,7,Wednesday,14
1414,2024-09-08,205,301,101,9,562,5054,859,FALSE,14:49,2024,9,Sunday,14
1415,2023-07-29,203,304,101,5,584,2919,555,FALSE,23:26,2023,7,Saturday,23
1416,2023-03-29,202,305,105,10,416,4160,874,FALSE,14:46,2023,3,Wednesday,14
1417,2023-09-19,203,302,105,1,67,67,17,FALSE,18:58,2023,9,Tuesday,18
1418,2024-06-23,203,302,104,4,59,238,71,TRUE,05:05,2024,6,Sunday,5
1419,2023-08-04,204,301,105,7,176,1230,184,TRUE,02:07,2023,8,Friday,2
1420,2023-04-19,204,305,104,8,406,3246,552,TRUE,12:05,2023,4,Wednesday,12
1421,2023-09-07,203,301,101,5,484,2420,460,FALSE,17:45,2023,9,Thursday,17
1422,2023-02-21,205,302,103,2,483,965,203,FALSE,19:56,2023,2,Tuesday,19
1423,2024-09-15,203,304,104,2,321,642,161,FALSE,16:21,2024,9,Sunday,16
1424,2022-12-31,201,302,101,4,656,2622,787,FALSE,04:06,2022,12,Saturday,4
1425,2023-06-11,205,301,102,6,562,3369,505,FALSE,12:29,2023,6,Sunday,12
1426,2024-01-31,203,305,105,10,417,4169,709,TRUE,21:26,2024,1,Wednesday,21
1427,2023-09-18,204,304,105,4,200,801,152,TRUE,10:37,2023,9,Monday,10
1428,2024-05-09,204,303,101,7,658,4606,967,FALSE,22:04,2024,5,Thursday,22
1429,2023-11-13,201,305,102,5,65,325,81,FALSE,08:45,2023,11,Monday,8
1430,2022-11-27,204,305,101,9,621,5593,1678,FALSE,16:24,2022,11,Sunday,16
1431,2024-08-11,201,305,104,4,282,1126,169,TRUE,05:23,2024,8,Sunday,5
1432,2023-01-17,201,301,105,1,389,389,66,TRUE,06:49,2023,1,Tuesday,6
1433,2024-06-18,204,301,104,5,442,2208,420,FALSE,04:44,2024,6,Tuesday,4
1434,2023-11-14,202,303,105,8,348,2781,584,FALSE,16:00,2023,11,Tuesday,16
1435,2023-04-15,204,302,104,3,412,1236,309,FALSE,21:51,2023,4,Saturday,21
1436,2024-04-21,201,303,104,10,214,2138,641,FALSE,16:19,2024,4,Sunday,16
1437,2022-12-05,202,305,103,3,98,293,44,FALSE,01:01,2022,12,Monday,1
1438,2024-05-31,203,305,102,5,181,906,154,FALSE,17:18,2024,5,Friday,17
1439,2022-10-27,201,303,105,2,312,623,118,FALSE,13:26,2022,10,Thursday,13
1440,2023-11-19,203,302,101,7,611,4278,898,FALSE,09:33,2023,11,Sunday,9
1441,2024-06-30,205,305,104,4,234,936,234,FALSE,00:31,2024,6,Sunday,0
1442,2024-09-20,202,303,101,4,429,1715,514,FALSE,15:43,2024,9,Friday,15
1443,2024-06-23,203,304,102,6,398,2387,358,FALSE,20:13,2024,6,Sunday,20
1444,2023-01-05,202,302,104,3,325,976,166,TRUE,12:40,2023,1,Thursday,12
1445,2023-04-12,203,305,105,2,166,332,63,FALSE,07:23,2023,4,Wednesday,7
1446,2024-04-14,204,301,102,6,495,2973,624,FALSE,23:27,2024,4,Sunday,23
1447,2023-08-03,203,302,101,10,199,1986,496,FALSE,07:17,2023,8,Thursday,7
1448,2024-07-18,202,304,103,10,357,3569,1071,FALSE,08:40,2024,7,Thursday,8
1449,2023-09-15,204,304,101,6,154,926,139,FALSE,17:29,2023,9,Friday,17
1450,2023-03-31,201,302,104,6,459,2753,468,FALSE,20:54,2023,3,Friday,20
1451,2023-10-10,202,304,101,10,103,1031,196,FALSE,15:32,2023,10,Tuesday,15
1452,2024-09-17,205,305,104,6,481,2889,607,FALSE,01:50,2024,9,Tuesday,1
1453,2023-08-18,204,302,101,1,65,65,16,FALSE,10:06,2023,8,Friday,10
1454,2023-03-10,201,305,103,8,241,1929,579,FALSE,15:46,2023,3,Friday,15
1455,2024-04-17,203,303,102,3,280,840,126,TRUE,06:58,2024,4,Wednesday,6
1456,2024-01-11,205,305,102,5,210,1048,178,FALSE,20:34,2024,1,Thursday,20
1457,2023-02-23,202,305,104,5,564,2820,536,FALSE,15:47,2023,2,Thursday,15
1458,2024-05-27,204,302,103,8,131,1050,221,TRUE,02:28,2024,5,Monday,2
1459,2024-08-11,204,304,101,4,327,1306,327,FALSE,08:08,2024,8,Sunday,8
1460,2024-07-13,204,303,101,9,264,2373,712,TRUE,08:05,2024,7,Saturday,8
1461,2024-08-21,204,303,101,10,296,2956,443,TRUE,11:09,2024,8,Wednesday,11
1462,2023-03-05,201,303,105,7,94,657,112,FALSE,20:41,2023,3,Sunday,20
1463,2024-05-26,203,301,103,8,494,3955,751,FALSE,12:21,2024,5,Sunday,12
1464,2023-03-25,202,304,103,2,395,791,166,FALSE,23:19,2023,3,Saturday,23
1465,2023-05-18,205,303,104,3,208,624,156,FALSE,13:25,2023,5,Thursday,13
1466,2024-10-15,201,301,105,5,78,392,118,FALSE,18:26,2024,10,Tuesday,18
1467,2022-12-26,205,301,103,2,142,285,43,FALSE,03:44,2022,12,Monday,3
1468,2024-10-02,201,305,103,10,617,6167,1048,TRUE,05:10,2024,10,Wednesday,5
1469,2024-05-11,202,303,105,3,378,1133,215,FALSE,04:20,2024,5,Saturday,4
1470,2024-06-15,201,305,103,5,226,1131,238,FALSE,08:49,2024,6,Saturday,8
1471,2023-03-05,203,302,104,6,479,2872,718,TRUE,18:17,2023,3,Sunday,18
1472,2024-04-04,202,301,103,4,301,1202,361,FALSE,17:11,2024,4,Thursday,17
1473,2022-12-19,205,304,101,4,426,1703,255,FALSE,02:46,2022,12,Monday,2
1474,2024-06-10,201,305,102,4,239,955,162,FALSE,15:39,2024,6,Monday,15
1475,2023-11-02,201,305,101,2,255,510,97,FALSE,21:59,2023,11,Thursday,21
1476,2024-10-08,201,305,105,9,380,3418,718,TRUE,09:00,2024,10,Tuesday,9
1477,2023-06-09,205,304,102,1,573,573,143,FALSE,00:53,2023,6,Friday,0
1478,2024-03-06,202,302,105,4,76,303,91,FALSE,05:08,2024,3,Wednesday,5
1479,2024-04-29,202,303,101,5,627,3134,470,TRUE,00:55,2024,4,Monday,0
1480,2024-01-04,202,303,101,10,76,764,130,FALSE,16:06,2024,1,Thursday,16
1481,2024-03-22,202,304,102,6,660,3959,752,FALSE,07:20,2024,3,Friday,7
1482,2024-05-29,201,304,105,6,530,3179,668,TRUE,16:32,2024,5,Wednesday,16
1483,2023-05-16,201,303,101,10,498,4980,1245,FALSE,19:44,2023,5,Tuesday,19
1484,2023-09-28,204,303,103,8,645,5163,1549,FALSE,17:27,2023,9,Thursday,17
1485,2023-08-26,205,303,103,8,120,958,144,FALSE,18:59,2023,8,Saturday,18
1486,2023-04-22,203,302,105,1,70,70,12,FALSE,03:13,2023,4,Saturday,3
1487,2023-08-31,203,302,102,3,324,972,185,FALSE,16:48,2023,8,Thursday,16
1488,2024-02-13,204,301,102,4,206,826,173,FALSE,06:09,2024,2,Tuesday,6
1489,2023-06-20,202,302,104,8,580,4641,1160,FALSE,05:46,2023,6,Tuesday,5
1490,2023-06-17,204,305,104,1,477,477,143,FALSE,11:40,2023,6,Saturday,11
1491,2023-06-18,205,301,101,3,371,1112,167,TRUE,21:57,2023,6,Sunday,21
1492,2023-12-14,202,305,101,8,100,796,135,FALSE,23:15,2023,12,Thursday,23
1493,2024-01-25,203,301,103,7,109,762,145,FALSE,01:24,2024,1,Thursday,1
1494,2024-05-22,204,303,105,5,322,1609,338,TRUE,20:14,2024,5,Wednesday,20
1495,2024-09-19,205,301,103,8,237,1894,474,FALSE,21:32,2024,9,Thursday,21
1496,2023-12-27,202,304,105,9,640,5757,1727,FALSE,06:35,2023,12,Wednesday,6
1497,2023-09-16,202,301,103,5,76,378,57,FALSE,23:16,2023,9,Saturday,23
1498,2022-12-27,204,303,101,4,562,2248,382,FALSE,16:55,2022,12,Tuesday,16
1499,2024-05-17,203,302,101,8,585,4682,890,TRUE,08:43,2024,5,Friday,8
1500,2023-09-20,201,305,102,3,110,330,69,TRUE,11:42,2023,9,Wednesday,11
1501,2022-12-17,202,305,101,3,152,456,114,TRUE,04:35,2022,12,Saturday,4
1502,2024-07-08,204,302,101,1,228,228,68,FALSE,22:20,2024,7,Monday,22
1503,2023-04-29,204,304,101,9,643,5785,868,FALSE,03:26,2023,4,Saturday,3
1504,2024-06-06,202,303,103,10,591,5911,1005,TRUE,20:37,2024,6,Thursday,20
1505,2024-05-14,202,305,102,6,253,1521,289,TRUE,23:15,2024,5,Tuesday,23
1506,2023-10-20,201,305,102,2,539,1077,226,FALSE,11:53,2023,10,Friday,11
1507,2024-04-23,204,303,104,10,557,5567,1392,FALSE,17:56,2024,4,Tuesday,17
1508,2024-07-10,201,302,105,5,303,1514,454,FALSE,17:53,2024,7,Wednesday,17
1509,2023-11-03,201,305,102,9,97,872,131,FALSE,04:51,2023,11,Friday,4
1510,2024-06-26,204,302,103,2,517,1035,176,FALSE,13:03,2024,6,Wednesday,13
1511,2023-12-26,201,303,102,6,177,1060,201,FALSE,16:19,2023,12,Tuesday,16
1512,2024-09-01,201,305,101,4,468,1871,393,FALSE,19:49,2024,9,Sunday,19
1513,2024-05-20,205,302,101,3,199,596,149,FALSE,20:29,2024,5,Monday,20
1514,2023-07-23,202,304,101,6,633,3800,1140,FALSE,14:43,2023,7,Sunday,14
1515,2024-10-16,203,303,102,3,486,1458,219,FALSE,12:09,2024,10,Wednesday,12
1516,2022-12-03,202,304,105,2,591,1183,201,FALSE,16:06,2022,12,Saturday,16
1517,2024-06-30,202,303,101,7,541,3785,719,FALSE,10:30,2024,6,Sunday,10
1518,2023-08-24,205,304,105,9,334,3003,631,FALSE,13:19,2023,8,Thursday,13
1519,2023-07-02,205,301,104,10,159,1588,397,FALSE,10:36,2023,7,Sunday,10
1520,2023-12-07,204,302,103,10,268,2679,804,FALSE,03:45,2023,12,Thursday,3
1521,2024-02-14,204,304,104,1,610,610,91,FALSE,21:38,2024,2,Wednesday,21
1522,2024-03-04,205,303,103,6,600,3603,612,TRUE,07:29,2024,3,Monday,7
1523,2024-05-17,202,301,105,9,291,2617,497,FALSE,02:35,2024,5,Friday,2
1524,2023-04-09,205,303,104,4,237,946,199,TRUE,19:21,2023,4,Sunday,19
1525,2023-08-24,204,305,101,9,365,3282,820,TRUE,09:36,2023,8,Thursday,9
1526,2024-04-26,202,303,104,3,173,519,156,FALSE,17:58,2024,4,Friday,17
1527,2023-11-27,203,304,105,7,507,3549,532,TRUE,08:30,2023,11,Monday,8
1528,2023-02-11,202,302,103,2,457,915,156,FALSE,00:46,2023,2,Saturday,0
1529,2023-11-19,202,303,101,8,386,3086,586,FALSE,04:16,2023,11,Sunday,4
1530,2023-03-20,205,303,102,3,591,1774,373,FALSE,12:39,2023,3,Monday,12
1531,2024-04-05,205,304,101,2,537,1073,268,FALSE,07:01,2024,4,Friday,7
1532,2024-01-17,205,302,102,3,529,1586,476,FALSE,18:13,2024,1,Wednesday,18
1533,2024-10-21,203,304,103,8,352,2815,422,FALSE,09:01,2024,10,Monday,9
1534,2024-09-28,203,302,103,3,271,813,138,FALSE,07:32,2024,9,Saturday,7
1535,2023-02-14,201,301,105,2,354,709,135,FALSE,07:00,2023,2,Tuesday,7
1536,2024-08-29,202,304,103,1,566,566,119,TRUE,08:59,2024,8,Thursday,8
1537,2024-01-04,202,302,104,6,224,1343,336,FALSE,03:24,2024,1,Thursday,3
1538,2024-05-31,203,305,105,2,432,865,259,FALSE,22:42,2024,5,Friday,22
1539,2023-04-28,204,303,105,1,91,91,14,FALSE,13:15,2023,4,Friday,13
1540,2024-06-18,204,305,103,4,210,840,143,FALSE,08:45,2024,6,Tuesday,8
1541,2024-02-22,202,301,101,9,632,5691,1081,FALSE,01:52,2024,2,Thursday,1
1542,2024-03-07,205,302,104,1,44,44,9,FALSE,17:20,2024,3,Thursday,17
1543,2024-03-28,203,303,104,3,232,696,174,FALSE,21:43,2024,3,Thursday,21
1544,2023-12-25,205,304,102,9,458,4122,1237,FALSE,11:30,2023,12,Monday,11
1545,2024-06-28,201,304,102,10,614,6137,921,FALSE,14:51,2024,6,Friday,14
1546,2024-02-15,205,303,102,2,136,272,46,FALSE,12:10,2024,2,Thursday,12
1547,2023-10-29,205,302,102,2,660,1320,251,FALSE,08:16,2023,10,Sunday,8
1548,2024-01-26,204,304,102,9,271,2436,512,FALSE,12:50,2024,1,Friday,12
1549,2024-08-07,204,302,101,7,438,3068,767,TRUE,20:04,2024,8,Wednesday,20
1550,2022-10-30,204,305,105,8,248,1987,596,FALSE,03:53,2022,10,Sunday,3
1551,2023-01-23,204,304,103,3,419,1257,188,FALSE,16:15,2023,1,Monday,16
1552,2023-12-26,201,301,103,5,282,1409,239,FALSE,02:03,2023,12,Tuesday,2
1553,2023-11-27,205,304,101,5,80,401,76,FALSE,18:50,2023,11,Monday,18
1554,2023-03-07,202,303,101,3,402,1207,253,FALSE,04:57,2023,3,Tuesday,4
1555,2023-11-03,203,301,104,3,535,1606,401,FALSE,04:58,2023,11,Friday,4
1556,2023-09-02,201,303,104,9,563,5068,1520,FALSE,23:40,2023,9,Saturday,23
1557,2024-03-17,202,302,101,1,253,253,38,FALSE,21:16,2024,3,Sunday,21
1558,2024-08-09,201,301,101,8,625,5000,850,FALSE,21:58,2024,8,Friday,21
1559,2023-10-28,205,305,103,10,437,4369,830,FALSE,16:26,2023,10,Saturday,16
1560,2024-08-30,203,302,105,3,487,1460,307,FALSE,13:07,2024,8,Friday,13
1561,2024-06-21,203,304,103,2,470,939,235,FALSE,00:15,2024,6,Friday,0
1562,2024-01-03,202,302,105,1,106,106,32,TRUE,18:33,2024,1,Wednesday,18
1563,2023-11-02,204,302,102,6,573,3436,515,FALSE,19:31,2023,11,Thursday,19
1564,2023-10-04,202,304,104,6,86,518,88,FALSE,17:19,2023,10,Wednesday,17
1565,2024-02-05,202,301,105,7,378,2643,502,FALSE,07:24,2024,2,Monday,7
1566,2023-08-23,205,301,103,10,168,1676,352,FALSE,22:39,2023,8,Wednesday,22
1567,2023-09-12,203,305,104,1,301,301,75,FALSE,14:27,2023,9,Tuesday,14
1568,2023-06-15,204,302,105,10,352,3524,1057,FALSE,23:19,2023,6,Thursday,23
1569,2024-09-29,203,302,104,5,642,3212,482,TRUE,10:43,2024,9,Sunday,10
1570,2024-04-06,204,303,101,2,432,863,147,FALSE,19:12,2024,4,Saturday,19
1571,2023-08-23,202,301,103,1,143,143,27,FALSE,21:51,2023,8,Wednesday,21
1572,2022-10-27,201,301,101,1,172,172,36,FALSE,11:00,2022,10,Thursday,11
1573,2024-04-25,203,305,104,8,463,3700,925,FALSE,04:11,2024,4,Thursday,4
1574,2023-03-27,202,304,104,7,576,4032,1210,FALSE,22:07,2023,3,Monday,22
1575,2024-02-05,204,302,105,10,619,6189,928,FALSE,10:59,2024,2,Monday,10
1576,2023-06-16,205,304,102,10,347,3471,590,FALSE,23:29,2023,6,Friday,23
1577,2024-09-27,204,304,104,8,361,2884,548,FALSE,07:11,2024,9,Friday,7
1578,2024-03-25,205,301,101,5,469,2346,493,FALSE,11:23,2024,3,Monday,11
1579,2023-05-05,202,301,101,1,474,474,119,FALSE,13:59,2023,5,Friday,13
1580,2024-08-19,201,302,104,9,360,3237,971,FALSE,18:47,2024,8,Monday,18
1581,2024-07-02,204,304,105,4,489,1957,294,FALSE,20:02,2024,7,Tuesday,20
1582,2023-06-18,201,303,104,8,601,4811,818,FALSE,09:27,2023,6,Sunday,9
1583,2024-01-22,205,301,105,10,390,3900,741,FALSE,19:50,2024,1,Monday,19
1584,2022-12-30,204,302,104,2,371,743,156,FALSE,11:58,2022,12,Friday,11
1585,2023-07-24,204,305,102,10,107,1072,268,FALSE,06:46,2023,7,Monday,6
1586,2023-12-19,205,304,105,5,487,2435,730,TRUE,08:42,2023,12,Tuesday,8
1587,2023-01-31,205,303,105,4,544,2178,327,FALSE,15:33,2023,1,Tuesday,15
1588,2024-01-21,203,303,103,1,211,211,36,FALSE,19:40,2024,1,Sunday,19
1589,2024-05-03,203,304,104,1,387,387,74,FALSE,11:35,2024,5,Friday,11
1590,2023-11-09,204,302,102,3,93,278,58,FALSE,14:02,2023,11,Thursday,14
1591,2023-04-16,202,305,104,5,170,850,212,TRUE,16:22,2023,4,Sunday,16
1592,2023-08-23,201,303,105,8,396,3170,951,FALSE,19:37,2023,8,Wednesday,19
1593,2023-06-15,202,303,102,1,298,298,45,TRUE,07:51,2023,6,Thursday,7
1594,2023-02-06,203,304,105,10,540,5400,918,FALSE,04:59,2023,2,Monday,4
1595,2023-06-07,201,304,101,9,100,904,172,FALSE,02:46,2023,6,Wednesday,2
1596,2024-03-05,202,301,102,10,215,2155,452,FALSE,12:18,2024,3,Tuesday,12
1597,2023-03-28,204,305,101,3,454,1362,341,FALSE,21:17,2023,3,Tuesday,21
1598,2024-02-29,202,305,103,3,619,1857,557,FALSE,03:32,2024,2,Thursday,3
1599,2023-04-03,205,303,105,1,640,640,96,TRUE,18:49,2023,4,Monday,18
1600,2024-03-21,201,304,105,6,620,3719,632,TRUE,11:15,2024,3,Thursday,11
1601,2023-08-08,203,303,104,4,283,1130,215,FALSE,13:50,2023,8,Tuesday,13
1602,2023-08-16,205,303,105,7,433,3032,637,FALSE,05:51,2023,8,Wednesday,5
1603,2024-09-05,205,302,102,6,226,1357,339,FALSE,10:43,2024,9,Thursday,10
1604,2024-08-06,202,301,105,7,190,1329,399,FALSE,01:00,2024,8,Tuesday,1
1605,2024-08-04,203,301,105,8,130,1041,156,FALSE,08:33,2024,8,Sunday,8
